iteracion,max_depth,min_child_weight,subsample,colsample_bytree,eta,gamma,lambda,alpha,optntrees,minerror,sensibilidad,kappa
271,2,1,0.7,0.6,0.01,0.1,10,10,10,0.6727306960523128,0.0,0.0
272,2,1,0.7,0.6,0.01,0.1,10,100,1,0.672785379588604,0.0,0.0
273,2,1,0.7,0.6,0.01,0.1,100,0,82,0.6701009675860405,0.0,0.0
274,2,1,0.7,0.6,0.01,0.1,100,0.001,82,0.6701079112291336,0.0,0.0
275,2,1,0.7,0.6,0.01,0.1,100,0.01,82,0.6701103894412518,0.0,0.0
276,2,1,0.7,0.6,0.01,0.1,100,0.1,82,0.6701350186765194,0.0,0.0
277,2,1,0.7,0.6,0.01,0.1,100,1,82,0.6703834326565266,0.0,0.0
278,2,1,0.7,0.6,0.01,0.1,100,10,10,0.6727814561128616,0.0,0.0
279,2,1,0.7,0.6,0.01,0.1,100,100,1,0.672785379588604,0.0,0.0
280,2,1,0.7,0.6,0.01,5,0.01,0,82,0.6525666344165801,0.3157894736842105,0.3639921722113503
281,2,1,0.7,0.6,0.01,5,0.01,0.001,82,0.6525685344636439,0.3157894736842105,0.3639921722113503
282,2,1,0.7,0.6,0.01,5,0.01,0.01,82,0.6522077763080598,0.32894736842105265,0.3780487804878049
283,2,1,0.7,0.6,0.01,5,0.01,0.1,83,0.652106951624155,0.34210526315789475,0.392023346303502
284,2,1,0.7,0.6,0.01,5,0.01,1,99,0.6501492464542389,0.3026315789473684,0.3498527968596664
285,2,1,0.7,0.6,0.01,5,0.01,10,1,0.672785379588604,0.0,0.0
286,2,1,0.7,0.6,0.01,5,0.01,100,1,0.672785379588604,0.0,0.0
287,2,1,0.7,0.6,0.01,5,0.1,0,83,0.6519273203611374,0.32894736842105265,0.3780487804878049
288,2,1,0.7,0.6,0.01,5,0.1,0.001,83,0.6519292485713958,0.3157894736842105,0.3639921722113503
289,2,1,0.7,0.6,0.01,5,0.1,0.01,83,0.651946602165699,0.3157894736842105,0.3639921722113503
290,2,1,0.7,0.6,0.01,5,0.1,0.1,99,0.6497870272397994,0.3684210526315789,0.41972920696324956
291,2,1,0.7,0.6,0.01,5,0.1,1,99,0.6502010804414748,0.3026315789473684,0.3498527968596664
292,2,1,0.7,0.6,0.01,5,0.1,10,1,0.672785379588604,0.0,0.0
293,2,1,0.7,0.6,0.01,5,0.1,100,1,0.672785379588604,0.0,0.0
294,2,1,0.7,0.6,0.01,5,1,0,99,0.6502059844136239,0.32894736842105265,0.3780487804878049
295,2,1,0.7,0.6,0.01,5,1,0.001,99,0.6502079299837351,0.32894736842105265,0.3780487804878049
296,2,1,0.7,0.6,0.01,5,1,0.01,99,0.6502772302180528,0.32894736842105265,0.3780487804878049
297,2,1,0.7,0.6,0.01,5,1,0.1,100,0.6510507578402758,0.34210526315789475,0.392023346303502
298,2,1,0.7,0.6,0.01,5,1,1,111,0.6545294795930385,0.34210526315789475,0.392023346303502
299,2,1,0.7,0.6,0.01,5,1,10,1,0.672785379588604,0.0,0.0
300,2,1,0.7,0.6,0.01,5,1,100,1,0.672785379588604,0.0,0.0
301,2,1,0.7,0.6,0.01,5,10,0,82,0.6651985140144825,0.013157894736842105,0.01626442812172102
302,2,1,0.7,0.6,0.01,5,10,0.001,82,0.6651991686224937,0.013157894736842105,0.01626442812172102
303,2,1,0.7,0.6,0.01,5,10,0.01,82,0.6652892325818538,0.013157894736842105,0.01626442812172102
304,2,1,0.7,0.6,0.01,5,10,0.1,82,0.6655617354810237,0.0,0.0
305,2,1,0.7,0.6,0.01,5,10,1,70,0.6687028495967389,0.0,0.0
306,2,1,0.7,0.6,0.01,5,10,10,1,0.672785379588604,0.0,0.0
307,2,1,0.7,0.6,0.01,5,10,100,1,0.672785379588604,0.0,0.0
308,2,1,0.7,0.6,0.01,5,100,0,1,0.6727829357981683,0.0,0.0
309,2,1,0.7,0.6,0.01,5,100,0.001,1,0.6727829304337501,0.0,0.0
310,2,1,0.7,0.6,0.01,5,100,0.01,1,0.6727829599380494,0.0,0.0
311,2,1,0.7,0.6,0.01,5,100,0.1,1,0.6727832230925561,0.0,0.0
312,2,1,0.7,0.6,0.01,5,100,1,1,0.67278504550457,0.0,0.0
313,2,1,0.7,0.6,0.01,5,100,10,1,0.672785379588604,0.0,0.0
314,2,1,0.7,0.6,0.01,5,100,100,1,0.672785379588604,0.0,0.0
315,2,1,0.7,0.6,0.01,10,0.01,0,99,0.6526540496945381,0.35526315789473684,0.40591658583899115
316,2,1,0.7,0.6,0.01,10,0.01,0.001,99,0.6527259723842144,0.35526315789473684,0.40591658583899115
317,2,1,0.7,0.6,0.01,10,0.01,0.01,99,0.6534724776446819,0.3684210526315789,0.41972920696324956
318,2,1,0.7,0.6,0.01,10,0.01,0.1,99,0.6526871509850025,0.3026315789473684,0.3498527968596664
319,2,1,0.7,0.6,0.01,10,0.01,1,107,0.6616565151512622,0.18421052631578946,0.2187500000000001
320,2,1,0.7,0.6,0.01,10,0.01,10,1,0.672785379588604,0.0,0.0
321,2,1,0.7,0.6,0.01,10,0.01,100,1,0.672785379588604,0.0,0.0
322,2,1,0.7,0.6,0.01,10,0.1,0,99,0.6533571253716945,0.3157894736842105,0.3639921722113503
323,2,1,0.7,0.6,0.01,10,0.1,0.001,99,0.6533588072657586,0.3157894736842105,0.3639921722113503
324,2,1,0.7,0.6,0.01,10,0.1,0.01,99,0.6534438532590867,0.3157894736842105,0.3639921722113503
325,2,1,0.7,0.6,0.01,10,0.1,0.1,99,0.654677371531725,0.3026315789473684,0.3498527968596664
326,2,1,0.7,0.6,0.01,10,0.1,1,107,0.6623595005273819,0.18421052631578946,0.2187500000000001
327,2,1,0.7,0.6,0.01,10,0.1,10,1,0.672785379588604,0.0,0.0
328,2,1,0.7,0.6,0.01,10,0.1,100,1,0.672785379588604,0.0,0.0
329,2,1,0.7,0.6,0.01,10,1,0,102,0.6582241529226304,0.21052631578947367,0.24849699398797598
330,2,1,0.7,0.6,0.01,10,1,0.001,102,0.6582254922389985,0.21052631578947367,0.24849699398797598
331,2,1,0.7,0.6,0.01,10,1,0.01,102,0.6581603227555751,0.21052631578947367,0.24849699398797598
332,2,1,0.7,0.6,0.01,10,1,0.1,102,0.658869087100029,0.19736842105263158,0.23366834170854267
333,2,1,0.7,0.6,0.01,10,1,1,70,0.6681933231651783,0.02631578947368421,0.0324267782426777
334,2,1,0.7,0.6,0.01,10,1,10,1,0.672785379588604,0.0,0.0
335,2,1,0.7,0.6,0.01,10,1,100,1,0.672785379588604,0.0,0.0
336,2,1,0.7,0.6,0.01,10,10,0,1,0.6727769795060159,0.0,0.0
337,2,1,0.7,0.6,0.01,10,10,0.001,1,0.6727769759297371,0.0,0.0
338,2,1,0.7,0.6,0.01,10,10,0.01,1,0.6727770829200745,0.0,0.0
339,2,1,0.7,0.6,0.01,10,10,0.1,1,0.6727779915928841,0.0,0.0
340,2,1,0.7,0.6,0.01,10,10,1,1,0.6727842992544174,0.0,0.0
341,2,1,0.7,0.6,0.01,10,10,10,1,0.672785379588604,0.0,0.0
342,2,1,0.7,0.6,0.01,10,10,100,1,0.672785379588604,0.0,0.0
343,2,1,0.7,0.6,0.01,10,100,0,1,0.6727829357981683,0.0,0.0
344,2,1,0.7,0.6,0.01,10,100,0.001,1,0.6727829304337501,0.0,0.0
345,2,1,0.7,0.6,0.01,10,100,0.01,1,0.6727829599380494,0.0,0.0
346,2,1,0.7,0.6,0.01,10,100,0.1,1,0.6727832230925561,0.0,0.0
347,2,1,0.7,0.6,0.01,10,100,1,1,0.67278504550457,0.0,0.0
348,2,1,0.7,0.6,0.01,10,100,10,1,0.672785379588604,0.0,0.0
349,2,1,0.7,0.6,0.01,10,100,100,1,0.672785379588604,0.0,0.0
350,2,1,0.7,0.6,0.1,0.001,0.01,0,15,0.6533838672190905,0.6052631578947368,0.6448212648945921
351,2,1,0.7,0.6,0.1,0.001,0.01,0.001,15,0.6533618103712797,0.6052631578947368,0.6448212648945921
352,2,1,0.7,0.6,0.1,0.001,0.01,0.01,15,0.6532779765874147,0.6052631578947368,0.6448212648945921
353,2,1,0.7,0.6,0.1,0.001,0.01,0.1,15,0.6479677822440862,0.5921052631578947,0.6323529411764706
354,2,1,0.7,0.6,0.1,0.001,0.01,1,13,0.6540678314119577,0.4605263157894737,0.514218009478673
355,2,1,0.7,0.6,0.1,0.001,0.01,10,92,0.6618386271595955,0.32894736842105265,0.36770428015564205
356,2,1,0.7,0.6,0.1,0.001,0.01,100,1,0.672785379588604,0.0,0.0
357,2,1,0.7,0.6,0.1,0.001,0.1,0,15,0.6533563804626464,0.5921052631578947,0.6323529411764706
358,2,1,0.7,0.6,0.1,0.001,0.1,0.001,15,0.6511618061363696,0.5921052631578947,0.6323529411764706
359,2,1,0.7,0.6,0.1,0.001,0.1,0.01,15,0.6511569283157587,0.5789473684210527,0.6198156682027649
360,2,1,0.7,0.6,0.1,0.001,0.1,0.1,15,0.6518905247002841,0.5263157894736842,0.5689655172413793
361,2,1,0.7,0.6,0.1,0.001,0.1,1,13,0.6551389219611883,0.4342105263157895,0.466824644549763
362,2,1,0.7,0.6,0.1,0.001,0.1,10,92,0.6614634269475937,0.32894736842105265,0.36770428015564205
363,2,1,0.7,0.6,0.1,0.001,0.1,100,1,0.672785379588604,0.0,0.0
364,2,1,0.7,0.6,0.1,0.001,1,0,14,0.6536500387638806,0.4868421052631579,0.5093457943925233
365,2,1,0.7,0.6,0.1,0.001,1,0.001,14,0.653649894297123,0.4868421052631579,0.5093457943925233
366,2,1,0.7,0.6,0.1,0.001,1,0.01,14,0.6536491077393294,0.4868421052631579,0.5093457943925233
367,2,1,0.7,0.6,0.1,0.001,1,0.1,4,0.6560180689394474,0.02631578947368421,0.0324267782426777
368,2,1,0.7,0.6,0.1,0.001,1,1,13,0.6508945367485286,0.3815789473684211,0.4334619093539056
369,2,1,0.7,0.6,0.1,0.001,1,10,75,0.6624749633669854,0.2236842105263158,0.26323676323676337
370,2,1,0.7,0.6,0.1,0.001,1,100,1,0.672785379588604,0.0,0.0
371,2,1,0.7,0.6,0.1,0.001,10,0,37,0.6464508528262377,0.7105263157894737,0.6902654867256637
372,2,1,0.7,0.6,0.1,0.001,10,0.001,37,0.6464516238123179,0.7105263157894737,0.6902654867256637
373,2,1,0.7,0.6,0.1,0.001,10,0.01,37,0.646458604261279,0.7105263157894737,0.6902654867256637
374,2,1,0.7,0.6,0.1,0.001,10,0.1,37,0.6461581442505121,0.6973684210526315,0.6783496007098491
375,2,1,0.7,0.6,0.1,0.001,10,1,37,0.6469041633605956,0.6710526315789473,0.6645796064400715
376,2,1,0.7,0.6,0.1,0.001,10,10,29,0.6696993799507618,0.0,0.0
377,2,1,0.7,0.6,0.1,0.001,10,100,1,0.672785379588604,0.0,0.0
378,2,1,0.7,0.6,0.1,0.001,100,0,70,0.6565053968131542,0.3026315789473684,0.3498527968596664
379,2,1,0.7,0.6,0.1,0.001,100,0.001,70,0.6565065471827983,0.3026315789473684,0.3498527968596664
380,2,1,0.7,0.6,0.1,0.001,100,0.01,70,0.656516879349947,0.3026315789473684,0.3498527968596664
381,2,1,0.7,0.6,0.1,0.001,100,0.1,70,0.6565876667201518,0.3026315789473684,0.3498527968596664
382,2,1,0.7,0.6,0.1,0.001,100,1,70,0.6574869573116302,0.23684210526315788,0.2778884462151394
383,2,1,0.7,0.6,0.1,0.001,100,10,92,0.6704518635571002,0.0,0.0
384,2,1,0.7,0.6,0.1,0.001,100,100,1,0.672785379588604,0.0,0.0
385,2,1,0.7,0.6,0.1,0.01,0.01,0,15,0.6534604366868735,0.6052631578947368,0.6448212648945921
386,2,1,0.7,0.6,0.1,0.01,0.01,0.001,15,0.6534589234739542,0.6052631578947368,0.6448212648945921
387,2,1,0.7,0.6,0.1,0.01,0.01,0.01,15,0.6532263787090778,0.5921052631578947,0.6323529411764706
388,2,1,0.7,0.6,0.1,0.01,0.01,0.1,15,0.6479677822440862,0.5921052631578947,0.6323529411764706
389,2,1,0.7,0.6,0.1,0.01,0.01,1,13,0.6540678314119577,0.4605263157894737,0.514218009478673
390,2,1,0.7,0.6,0.1,0.01,0.01,10,48,0.6658786506950855,0.14473684210526316,0.17344862665310257
391,2,1,0.7,0.6,0.1,0.01,0.01,100,1,0.672785379588604,0.0,0.0
392,2,1,0.7,0.6,0.1,0.01,0.1,0,15,0.6533563804626464,0.5921052631578947,0.6323529411764706
393,2,1,0.7,0.6,0.1,0.01,0.1,0.001,15,0.6511618061363696,0.5921052631578947,0.6323529411764706
394,2,1,0.7,0.6,0.1,0.01,0.1,0.01,15,0.6511569283157587,0.5789473684210527,0.6198156682027649
395,2,1,0.7,0.6,0.1,0.01,0.1,0.1,15,0.6518905247002841,0.5263157894736842,0.5689655172413793
396,2,1,0.7,0.6,0.1,0.01,0.1,1,13,0.6551389219611883,0.4342105263157895,0.466824644549763
397,2,1,0.7,0.6,0.1,0.01,0.1,10,48,0.6659132017195225,0.14473684210526316,0.17344862665310257
398,2,1,0.7,0.6,0.1,0.01,0.1,100,1,0.672785379588604,0.0,0.0
399,2,1,0.7,0.6,0.1,0.01,1,0,14,0.6536500387638806,0.4868421052631579,0.5093457943925233
400,2,1,0.7,0.6,0.1,0.01,1,0.001,14,0.653649894297123,0.4868421052631579,0.5093457943925233
401,2,1,0.7,0.6,0.1,0.01,1,0.01,14,0.6536491077393294,0.4868421052631579,0.5093457943925233
402,2,1,0.7,0.6,0.1,0.01,1,0.1,4,0.6560180689394474,0.02631578947368421,0.0324267782426777
403,2,1,0.7,0.6,0.1,0.01,1,1,13,0.6526191181689501,0.3815789473684211,0.4334619093539056
404,2,1,0.7,0.6,0.1,0.01,1,10,48,0.6662383916974067,0.11842105263157894,0.14278403275332652
405,2,1,0.7,0.6,0.1,0.01,1,100,1,0.672785379588604,0.0,0.0
406,2,1,0.7,0.6,0.1,0.01,10,0,37,0.6464508528262377,0.7105263157894737,0.6902654867256637
407,2,1,0.7,0.6,0.1,0.01,10,0.001,37,0.6464516238123179,0.7105263157894737,0.6902654867256637
408,2,1,0.7,0.6,0.1,0.01,10,0.01,37,0.646458604261279,0.7105263157894737,0.6902654867256637
409,2,1,0.7,0.6,0.1,0.01,10,0.1,37,0.6461741314828395,0.6973684210526315,0.6783496007098491
410,2,1,0.7,0.6,0.1,0.01,10,1,37,0.6471345587074756,0.6710526315789473,0.6645796064400715
411,2,1,0.7,0.6,0.1,0.01,10,10,17,0.671061503738165,0.0,0.0
412,2,1,0.7,0.6,0.1,0.01,10,100,1,0.672785379588604,0.0,0.0
413,2,1,0.7,0.6,0.1,0.01,100,0,70,0.656504504531622,0.3026315789473684,0.3498527968596664
414,2,1,0.7,0.6,0.1,0.01,100,0.001,70,0.6565056537091734,0.3026315789473684,0.3498527968596664
415,2,1,0.7,0.6,0.1,0.01,100,0.01,70,0.6565159888565539,0.3026315789473684,0.3498527968596664
416,2,1,0.7,0.6,0.1,0.01,100,0.1,70,0.6565867857635022,0.3026315789473684,0.3498527968596664
417,2,1,0.7,0.6,0.1,0.01,100,1,70,0.6575056684017182,0.23684210526315788,0.2778884462151394
418,2,1,0.7,0.6,0.1,0.01,100,10,4,0.6725906816124916,0.0,0.0
419,2,1,0.7,0.6,0.1,0.01,100,100,1,0.672785379588604,0.0,0.0
420,2,1,0.7,0.6,0.1,0.1,0.01,0,15,0.6532723294198512,0.5921052631578947,0.6323529411764706
421,2,1,0.7,0.6,0.1,0.1,0.01,0.001,15,0.6532707887142897,0.5921052631578947,0.6323529411764706
422,2,1,0.7,0.6,0.1,0.1,0.01,0.01,15,0.6532304452359676,0.5921052631578947,0.6323529411764706
423,2,1,0.7,0.6,0.1,0.1,0.01,0.1,29,0.6460428457334637,0.7763157894736842,0.8008849557522124
424,2,1,0.7,0.6,0.1,0.1,0.01,1,13,0.6540678314119577,0.4605263157894737,0.514218009478673
425,2,1,0.7,0.6,0.1,0.1,0.01,10,10,0.6712556117773056,0.0,0.0
426,2,1,0.7,0.6,0.1,0.1,0.01,100,1,0.672785379588604,0.0,0.0
427,2,1,0.7,0.6,0.1,0.1,0.1,0,15,0.6533563804626464,0.5921052631578947,0.6323529411764706
428,2,1,0.7,0.6,0.1,0.1,0.1,0.001,15,0.6511618061363696,0.5921052631578947,0.6323529411764706
429,2,1,0.7,0.6,0.1,0.1,0.1,0.01,15,0.6511569283157587,0.5789473684210527,0.6198156682027649
430,2,1,0.7,0.6,0.1,0.1,0.1,0.1,15,0.6517566723376513,0.5263157894736842,0.5689655172413793
431,2,1,0.7,0.6,0.1,0.1,0.1,1,13,0.6553806940466165,0.4342105263157895,0.466824644549763
432,2,1,0.7,0.6,0.1,0.1,0.1,10,10,0.6712661196291447,0.0,0.0
433,2,1,0.7,0.6,0.1,0.1,0.1,100,1,0.672785379588604,0.0,0.0
434,2,1,0.7,0.6,0.1,0.1,1,0,14,0.6555115535110234,0.4868421052631579,0.5093457943925233
435,2,1,0.7,0.6,0.1,0.1,1,0.001,14,0.6555113345384598,0.4868421052631579,0.5093457943925233
436,2,1,0.7,0.6,0.1,0.1,1,0.01,14,0.6555098857730627,0.4868421052631579,0.5093457943925233
437,2,1,0.7,0.6,0.1,0.1,1,0.1,4,0.6560180689394474,0.02631578947368421,0.0324267782426777
438,2,1,0.7,0.6,0.1,0.1,1,1,13,0.6526191181689501,0.3815789473684211,0.4334619093539056
439,2,1,0.7,0.6,0.1,0.1,1,10,10,0.6713632604479791,0.0,0.0
440,2,1,0.7,0.6,0.1,0.1,1,100,1,0.672785379588604,0.0,0.0
441,2,1,0.7,0.6,0.1,0.1,10,0,37,0.6471530272811651,0.7105263157894737,0.6902654867256637
442,2,1,0.7,0.6,0.1,0.1,10,0.001,37,0.6471537455171347,0.7105263157894737,0.6902654867256637
443,2,1,0.7,0.6,0.1,0.1,10,0.01,37,0.6471602111309768,0.7105263157894737,0.6902654867256637
444,2,1,0.7,0.6,0.1,0.1,10,0.1,37,0.644905340746045,0.6973684210526315,0.6783496007098491
445,2,1,0.7,0.6,0.1,0.1,10,1,37,0.6473429036140442,0.6710526315789473,0.6645796064400715
446,2,1,0.7,0.6,0.1,0.1,10,10,10,0.6725780557096004,0.0,0.0
447,2,1,0.7,0.6,0.1,0.1,10,100,1,0.672785379588604,0.0,0.0
448,2,1,0.7,0.6,0.1,0.1,100,0,70,0.6565775835514069,0.3026315789473684,0.3498527968596664
449,2,1,0.7,0.6,0.1,0.1,100,0.001,70,0.6565787380933761,0.3026315789473684,0.3498527968596664
450,2,1,0.7,0.6,0.1,0.1,100,0.01,70,0.6565891674160957,0.3026315789473684,0.3498527968596664
451,2,1,0.7,0.6,0.1,0.1,100,0.1,70,0.6567786788940431,0.2894736842105263,0.3356299212598425
452,2,1,0.7,0.6,0.1,0.1,100,1,70,0.657579940110445,0.2236842105263158,0.26323676323676337
453,2,1,0.7,0.6,0.1,0.1,100,10,10,0.6727459821105004,0.0,0.0
454,2,1,0.7,0.6,0.1,0.1,100,100,1,0.672785379588604,0.0,0.0
455,2,1,0.7,0.6,0.1,5,0.01,0,8,0.6523211635649204,0.35526315789473684,0.3955512572533849
456,2,1,0.7,0.6,0.1,5,0.01,0.001,8,0.6523227851092817,0.35526315789473684,0.3955512572533849
457,2,1,0.7,0.6,0.1,5,0.01,0.01,8,0.6523374512791634,0.35526315789473684,0.3955512572533849
458,2,1,0.7,0.6,0.1,5,0.01,0.1,14,0.6537524960190058,0.5263157894736842,0.5481927710843373
459,2,1,0.7,0.6,0.1,5,0.01,1,13,0.6525591299682857,0.40789473684210525,0.4502868068833652
460,2,1,0.7,0.6,0.1,5,0.01,10,1,0.672785379588604,0.0,0.0
461,2,1,0.7,0.6,0.1,5,0.01,100,1,0.672785379588604,0.0,0.0
462,2,1,0.7,0.6,0.1,5,0.1,0,15,0.6542230893671512,0.5394736842105263,0.5713623725671918
463,2,1,0.7,0.6,0.1,5,0.1,0.001,15,0.6542223776131868,0.5394736842105263,0.5713623725671918
464,2,1,0.7,0.6,0.1,5,0.1,0.01,15,0.6542161421477795,0.5394736842105263,0.5713623725671918
465,2,1,0.7,0.6,0.1,5,0.1,0.1,15,0.6541118228435516,0.5526315789473685,0.5841035120147875
466,2,1,0.7,0.6,0.1,5,0.1,1,13,0.6537720074504614,0.42105263157894735,0.46377502383222113
467,2,1,0.7,0.6,0.1,5,0.1,10,1,0.672785379588604,0.0,0.0
468,2,1,0.7,0.6,0.1,5,0.1,100,1,0.672785379588604,0.0,0.0
469,2,1,0.7,0.6,0.1,5,1,0,15,0.656650364845991,0.5394736842105263,0.5817843866171004
470,2,1,0.7,0.6,0.1,5,1,0.001,15,0.6566500838845968,0.5394736842105263,0.5817843866171004
471,2,1,0.7,0.6,0.1,5,1,0.01,15,0.6566476083546877,0.5394736842105263,0.5817843866171004
472,2,1,0.7,0.6,0.1,5,1,0.1,26,0.6482488711178302,0.6578947368421053,0.6835443037974684
473,2,1,0.7,0.6,0.1,5,1,1,31,0.6564786120504141,0.6578947368421053,0.7045454545454546
474,2,1,0.7,0.6,0.1,5,1,10,1,0.672785379588604,0.0,0.0
475,2,1,0.7,0.6,0.1,5,1,100,1,0.672785379588604,0.0,0.0
476,2,1,0.7,0.6,0.1,5,10,0,25,0.6560095439851283,0.27631578947368424,0.3213228035538005
477,2,1,0.7,0.6,0.1,5,10,0.001,25,0.6560111229121686,0.27631578947368424,0.3213228035538005
478,2,1,0.7,0.6,0.1,5,10,0.01,25,0.6558700147271156,0.27631578947368424,0.3213228035538005
479,2,1,0.7,0.6,0.1,5,10,0.1,25,0.6568556006252766,0.27631578947368424,0.3213228035538005
480,2,1,0.7,0.6,0.1,5,10,1,25,0.6651489643752574,0.10526315789473684,0.1273100616016426
481,2,1,0.7,0.6,0.1,5,10,10,1,0.672785379588604,0.0,0.0
482,2,1,0.7,0.6,0.1,5,10,100,1,0.672785379588604,0.0,0.0
483,2,1,0.7,0.6,0.1,5,100,0,1,0.6727611109614372,0.0,0.0
484,2,1,0.7,0.6,0.1,5,100,0.001,1,0.6727611568570138,0.0,0.0
485,2,1,0.7,0.6,0.1,5,100,0.01,1,0.672761416733265,0.0,0.0
486,2,1,0.7,0.6,0.1,5,100,0.1,1,0.6727640792727471,0.0,0.0
487,2,1,0.7,0.6,0.1,5,100,1,1,0.6727822500467301,0.0,0.0
488,2,1,0.7,0.6,0.1,5,100,10,1,0.672785379588604,0.0,0.0
489,2,1,0.7,0.6,0.1,5,100,100,1,0.672785379588604,0.0,0.0
490,2,1,0.7,0.6,0.1,10,0.01,0,10,0.6586382842063904,0.32894736842105265,0.36770428015564205
491,2,1,0.7,0.6,0.1,10,0.01,0.001,10,0.6586382532119751,0.32894736842105265,0.36770428015564205
492,2,1,0.7,0.6,0.1,10,0.01,0.01,10,0.6577772334218025,0.32894736842105265,0.36770428015564205
493,2,1,0.7,0.6,0.1,10,0.01,0.1,41,0.6530967745184899,0.5657894736842105,0.596774193548387
494,2,1,0.7,0.6,0.1,10,0.01,1,16,0.6623653903603554,0.3157894736842105,0.3639921722113503
495,2,1,0.7,0.6,0.1,10,0.01,10,1,0.672785379588604,0.0,0.0
496,2,1,0.7,0.6,0.1,10,0.01,100,1,0.672785379588604,0.0,0.0
497,2,1,0.7,0.6,0.1,10,0.1,0,16,0.6571037673950195,0.4868421052631579,0.5300751879699248
498,2,1,0.7,0.6,0.1,10,0.1,0.001,16,0.6571030981838704,0.4868421052631579,0.5300751879699248
499,2,1,0.7,0.6,0.1,10,0.1,0.01,16,0.6574714630842208,0.4868421052631579,0.5300751879699248
500,2,1,0.7,0.6,0.1,10,0.1,0.1,5,0.6626898401975632,0.18421052631578946,0.2187500000000001
501,2,1,0.7,0.6,0.1,10,0.1,1,29,0.6636987198889255,0.32894736842105265,0.3780487804878049
502,2,1,0.7,0.6,0.1,10,0.1,10,1,0.672785379588604,0.0,0.0
503,2,1,0.7,0.6,0.1,10,0.1,100,1,0.672785379588604,0.0,0.0
504,2,1,0.7,0.6,0.1,10,1,0,16,0.6538467451930046,0.34210526315789475,0.392023346303502
505,2,1,0.7,0.6,0.1,10,1,0.001,16,0.6538483029603958,0.34210526315789475,0.392023346303502
506,2,1,0.7,0.6,0.1,10,1,0.01,16,0.6538622832298279,0.34210526315789475,0.392023346303502
507,2,1,0.7,0.6,0.1,10,1,0.1,16,0.6562731340527534,0.34210526315789475,0.392023346303502
508,2,1,0.7,0.6,0.1,10,1,1,2,0.671852944791317,0.0,0.0
509,2,1,0.7,0.6,0.1,10,1,10,1,0.672785379588604,0.0,0.0
510,2,1,0.7,0.6,0.1,10,1,100,1,0.672785379588604,0.0,0.0
511,2,1,0.7,0.6,0.1,10,10,0,1,0.6727023699879646,0.0,0.0
512,2,1,0.7,0.6,0.1,10,10,0.001,1,0.6727024587988853,0.0,0.0
513,2,1,0.7,0.6,0.1,10,10,0.01,1,0.6727033591270446,0.0,0.0
514,2,1,0.7,0.6,0.1,10,10,0.1,1,0.672712368965149,0.0,0.0
515,2,1,0.7,0.6,0.1,10,10,1,1,0.6727747502923012,0.0,0.0
516,2,1,0.7,0.6,0.1,10,10,10,1,0.672785379588604,0.0,0.0
517,2,1,0.7,0.6,0.1,10,10,100,1,0.672785379588604,0.0,0.0
518,2,1,0.7,0.6,0.1,10,100,0,1,0.6727611109614372,0.0,0.0
519,2,1,0.7,0.6,0.1,10,100,0.001,1,0.6727611568570138,0.0,0.0
520,2,1,0.7,0.6,0.1,10,100,0.01,1,0.672761416733265,0.0,0.0
521,2,1,0.7,0.6,0.1,10,100,0.1,1,0.6727640792727471,0.0,0.0
522,2,1,0.7,0.6,0.1,10,100,1,1,0.6727822500467301,0.0,0.0
523,2,1,0.7,0.6,0.1,10,100,10,1,0.672785379588604,0.0,0.0
524,2,1,0.7,0.6,0.1,10,100,100,1,0.672785379588604,0.0,0.0
525,2,1,0.7,0.9,0.001,0.001,0.01,0,463,0.6564326393604278,0.18421052631578946,0.2187500000000001
526,2,1,0.7,0.9,0.001,0.001,0.01,0.001,463,0.6564334449172019,0.18421052631578946,0.2187500000000001
527,2,1,0.7,0.9,0.001,0.001,0.01,0.01,463,0.6564393390715122,0.18421052631578946,0.2187500000000001
528,2,1,0.7,0.9,0.001,0.001,0.01,0.1,463,0.6564322921633721,0.18421052631578946,0.2187500000000001
529,2,1,0.7,0.9,0.001,0.001,0.01,1,463,0.6575338441133499,0.15789473684210525,0.18864097363083154
530,2,1,0.7,0.9,0.001,0.001,0.01,10,29,0.6727520753443241,0.0,0.0
531,2,1,0.7,0.9,0.001,0.001,0.01,100,1,0.672785379588604,0.0,0.0
532,2,1,0.7,0.9,0.001,0.001,0.1,0,463,0.6565570947527885,0.17105263157894737,0.20374115267947424
533,2,1,0.7,0.9,0.001,0.001,0.1,0.001,463,0.65657188475132,0.17105263157894737,0.20374115267947424
534,2,1,0.7,0.9,0.001,0.001,0.1,0.01,463,0.6565861023962498,0.18421052631578946,0.2187500000000001
535,2,1,0.7,0.9,0.001,0.001,0.1,0.1,739,0.6516160304844378,0.27631578947368424,0.3213228035538005
536,2,1,0.7,0.9,0.001,0.001,0.1,1,463,0.6575684298574924,0.15789473684210525,0.18864097363083154
537,2,1,0.7,0.9,0.001,0.001,0.1,10,29,0.6727524322271348,0.0,0.0
538,2,1,0.7,0.9,0.001,0.001,0.1,100,1,0.672785379588604,0.0,0.0
539,2,1,0.7,0.9,0.001,0.001,1,0,683,0.6537582293152809,0.18421052631578946,0.2187500000000001
540,2,1,0.7,0.9,0.001,0.001,1,0.001,683,0.6537259057164193,0.18421052631578946,0.2187500000000001
541,2,1,0.7,0.9,0.001,0.001,1,0.01,683,0.653764382749796,0.18421052631578946,0.2187500000000001
